47,6/18/2016,www.cnn.com,1,0.000284442,0.00025073,0.005105504,0.05407471,0.8493742,0.009445913,0.00033724,0.0811273,0.0,http://i2.cdn.turner.com/cnnnext/dam/assets/160617135352-elizabeth-warren-june-9-2016-large-tease.jpg
47,6/18/2016,www.washingtonpost.com,1,0.002870826,0.000848899,0.000148968,5.14E-05,1.90E-05,9.93E-07,0.000299917,0.995759964,0.0,https://img.washingtonpost.com/rf/image_1484w/2010-2019/WashingtonPost/2016/06/17/National-Politics/Images/Obama-03af2.jpg
47,6/18/2016,www.washingtonpost.com,1,0.000665552,0.002901272,0.005476531,0.079655446,0.002095931,1.04E-05,0.000106049,0.90908885,0.0,https://img.washingtonpost.com/rf/image_1484w/2010-2019/WashingtonPost/2016/06/17/Production/NatWeekly/Images/Sanders_image.jpg
47,6/18/2016,www.nbcnews.com,1,0.029229937,0.00307844,0.010599939,0.06354435,0.087981194,0.002014559,0.001647398,0.8019042,0.13789,http://media1.s-nbcnews.com/i/MSNBC/Components/Video/201606/trumpandhallie.jpg
47,6/18/2016,www.nytimes.com,1,0.021391906,0.00090886,0.002540578,0.000209104,0.006411155,2.01E-05,0.00012197,0.9683963,0.09824,https://static01.nyt.com/images/2016/03/24/multimedia/25obama-argentina/25obama-argentina-videoSmall.jpg
47,6/18/2016,www.nytimes.com,1,0.013156768,0.045287143,0.002456654,0.001695503,0.002665877,0.000276078,0.357097179,0.5773648,0.0,https://static01.nyt.com/images/2016/06/20/us/20summit1/20summit1-master768.jpg
47,6/18/2016,www.cnn.com,1,7.75E-06,0.003929736,0.000110662,5.05E-06,2.83E-06,5.34E-09,0.9810338,0.014910196,0.2184,http://i2.cdn.turner.com/cnnnext/dam/assets/160619101937-ip-johns-notebook-large-tease.jpg
47,6/18/2016,www.cnn.com,1,0.149895549,0.001355262,0.002178755,0.006879438,0.005341009,0.000712051,0.052772164,0.7808658,0.0,http://i2.cdn.turner.com/cnnnext/dam/assets/160414204745-sanders-clinton-design-divide-large-tease.jpeg
47,6/18/2016,www.cnn.com,1,0.003926738,0.012580467,0.001404128,0.000624292,0.004687359,2.94E-05,0.07150965,0.9052379,0.20219,http://i2.cdn.turner.com/cnnnext/dam/assets/160619095719-ip-jeff-zeleny-large-tease.jpg
47,6/18/2016,www.politico.com,1,0.000937145,1.15E-05,1.22E-05,0.000678928,0.015493175,0.000308134,0.004325676,0.9782333,0.0,http://static.politico.com/cf/4b/a895a6ce46979fe40b2b5340bff9/jill-stein.jpg
